<RUS> Aaron_S._Daggett | award | Purple_Heart
<RUS> 1634:_The_Ram_Rebellion | author | Eric_Flint
<RUS> 1634:_The_Ram_Rebellion | author | Eric_Flint
<RUS> 1634:_The_Ram_Rebellion | author | Eric_Flint
<RUS> 1634:_The_Ram_Rebellion | mediaType | Hardcover
<RUS> 1634:_The_Ram_Rebellion | mediaType | Hardcover
<RUS> ACM_Transactions_on_Information_Systems | ISSN_number | "1046-8188"
<RUS> ACM_Transactions_on_Information_Systems | ISSN_number | "1558-2868"
<RUS> ACM_Transactions_on_Information_Systems | LCCN_number | 89646863
<RUS> ACM_Transactions_on_Information_Systems | academicDiscipline | Computer_science
<RUS> AIDS_(journal) | academicDiscipline | HIV
<RUS> AIDS_(journal) | academicDiscipline | HIV
<RUS> AIDS_(journal) | academicDiscipline | HIV
<RUS> AIDS_(journal) | country | United_Kingdom
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> AIP_Advances | editor | A.T._Charlie_Johnson
<RUS> A_Fortress_of_Grey_Ice | language | English_language
<RUS> A_Fortress_of_Grey_Ice | language | English_language
<RUS> A_Glastonbury_Romance | mediaType | Hardcover
<RUS> A_Glastonbury_Romance | numberOfPages | "1174"
<RUS> A_Long_Long_Way | country | Ireland
<RUS> A_Long_Long_Way | country | Ireland
<RUS> A_Long_Long_Way | country | Ireland
<RUS> A_Long_Long_Way | country | Ireland
<RUS> A_Long_Long_Way | numberOfPages | "292"
<RUS> A_Long_Long_Way | numberOfPages | "292"
<RUS> A_Long_Long_Way | precededBy | Annie_Dunne
<RUS> A_Loyal_Character_Dancer | author | Qiu_Xiaolong
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | publisher | Soho_Press
<RUS> A_Loyal_Character_Dancer | publisher | Soho_Press
<RUS> A_Loyal_Character_Dancer | publisher | Soho_Press
<RUS> A_Severed_Wasp | language | English_language
<RUS> A_Severed_Wasp | language | English_language
<RUS> A_Severed_Wasp | language | English_language
<RUS> A_Severed_Wasp | numberOfPages | "388"
<RUS> A_Wizard_of_Mars | author | Diane_Duane
<RUS> A_Wizard_of_Mars | language | English_language
<RUS> A_Wizard_of_Mars | language | English_language
<RUS> A_Wizard_of_Mars | language | English_language
<RUS> Abhandlungen_aus_dem_Mathematischen_Seminar_der_Universität_Hamburg | ISSN_number | "0025-5858"
<RUS> Abhandlungen_aus_dem_Mathematischen_Seminar_der_Universität_Hamburg | ISSN_number | "1865-8784"
<RUS> Above_the_Veil | OCLC_number | 46451790
<RUS> Above_the_Veil | OCLC_number | 46451790
<RUS> Acta_Mathematica_Hungarica | ISSN_number | "0236-5294"
<RUS> Acta_Mathematica_Hungarica | ISSN_number | "1588-2632"
<RUS> Acta_Mathematica_Hungarica | LCCN_number | 83646315
<RUS> Acta_Palaeontologica_Polonica | ISSN_number | "0567-7920"
<RUS> Acta_Palaeontologica_Polonica | ISSN_number | "1732-2421"
<RUS> Acta_Palaeontologica_Polonica | LCCN_number | 60040714
<RUS> Acta_Palaeontologica_Polonica | LCCN_number | 60040714
<RUS> Acta_Palaeontologica_Polonica | LCCN_number | 60040714
<RUS> Acta_Palaeontologica_Polonica | publisher | Polish_Academy_of_Sciences
<RUS> Acta_Palaeontologica_Polonica | publisher | Polish_Academy_of_Sciences
<RUS> Addiction_(journal) | ISSN_number | "0965-2140"
<RUS> Addiction_(journal) | ISSN_number | "1360-0443"
<RUS> Addiction_(journal) | academicDiscipline | Addiction
<RUS> Addiction_(journal) | publisher | Wiley-Blackwell
<RUS> Addiction_(journal) | publisher | Wiley-Blackwell
<RUS> Administrative_Science_Quarterly | LCCN_number | 57059226
<RUS> Administrative_Science_Quarterly | abbreviation | "Admin. Sci. Q."
<RUS> Administrative_Science_Quarterly | abbreviation | "Admin. Sci. Q."
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Aenir | OCLC_number | 45644811
<RUS> Aenir | OCLC_number | 45644811
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | mediaType | Hardcover
<RUS> Alcatraz_Versus_the_Evil_Librarians | numberOfPages | "320"
<RUS> American_Journal_of_Mathematics | abbreviation | "Am. J. Math."
<RUS> American_Journal_of_Mathematics | academicDiscipline | Mathematics
<RUS> American_Journal_of_Mathematics | publisher | Johns_Hopkins_University_Press
<RUS> American_Journal_of_Mathematics | publisher | Johns_Hopkins_University_Press
<RUS> American_Journal_of_Mathematics | publisher | Johns_Hopkins_University_Press
<RUS> American_Journal_of_Mathematics | publisher | Johns_Hopkins_University_Press
<RUS> American_Journal_of_Mathematics | publisher | Johns_Hopkins_University_Press
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> HIV | genus | Lentivirus
<RUS> HIV | genus | Lentivirus
<RUS> Into_Battle_(novel) | followedBy | The_Violet_Keystone
<RUS> John_Cowper_Powys | birthPlace | Shirley,_Derbyshire
<RUS> John_Cowper_Powys | birthPlace | Shirley,_Derbyshire
<RUS> United_Kingdom | language | English_language
<RUS> United_Kingdom | language | English_language
<RUS> United_Kingdom | language | English_language
<RUS> United_Kingdom | leaderName | David_Cameron
<RUS> United_Kingdom | leaderName | David_Cameron
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | language | English_language
<RUS> United_States | language | English_language
<RUS> United_States | language | English_language
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> Viking_Press | country | United_States
<RUS> Weymouth_Sands | followedBy | Maiden_Castle_(novel)
<RUS> Weymouth_Sands | followedBy | Maiden_Castle_(novel)
<RUS> Weymouth_Sands | followedBy | Maiden_Castle_(novel)
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | dean | Mario_Botta
<RUS> Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | director | "Dr. G. P. Prabhukumar"
<RUS> Romania | ethnicGroup | Germans_of_Romania
<RUS> School of Business and Social Sciences at the Aarhus University | academicStaffSize | 737
<RUS> School of Business and Social Sciences at the Aarhus University | academicStaffSize | 737
<RUS> AWH_Engineering_College | country | India
<RUS> Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | was given the 'Technical Campus' status by | All_India_Council_for_Technical_Education
<RUS> Alba_Iulia | isPartOf | Alba_County
<RUS> Denmark | leaderName | Lars_Løkke_Rasmussen
<RUS> Kerala | leaderName | Kochi
<RUS> Romania | ethnicGroup | Germans_of_Romania
<RUS> Romania | leaderName | Klaus_Iohannis
<RUS> 1_Decembrie_1918_University | nickname | Uab
<RUS> 1_Decembrie_1918_University | nickname | Uab
<RUS> 1_Decembrie_1918_University | rector | "Breaz Valer Daniel"
<RUS> AWH_Engineering_College | academicStaffSize | 250
<RUS> AWH_Engineering_College | country | India
<RUS> AWH_Engineering_College | country | India
<RUS> AWH_Engineering_College | country | India
<RUS> AWH_Engineering_College | country | India
<RUS> AWH_Engineering_College | established | 2001
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | numberOfStudents | 600
<RUS> Accademia_di_Architettura_di_Mendrisio | numberOfStudents | 600
<RUS> Accademia_di_Architettura_di_Mendrisio | numberOfStudents | 600
<RUS> Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | established | 2000
<RUS> Acharya_Institute_of_Technology | president | "B.M. Reddy"
<RUS> Acharya_Institute_of_Technology | was given the 'Technical Campus' status by | All_India_Council_for_Technical_Education
<RUS> Acharya_Institute_of_Technology | was given the 'Technical Campus' status by | All_India_Council_for_Technical_Education
<RUS> Denmark | leaderName | Lars_Løkke_Rasmussen
<RUS> Denmark | leaderName | Lars_Løkke_Rasmussen
<RUS> Denmark | leaderName | Lars_Løkke_Rasmussen
<RUS> India | largestCity | Mumbai
<RUS> India | largestCity | Mumbai
<RUS> India | largestCity | Mumbai
<RUS> India | largestCity | Mumbai
<RUS> Karnataka | has to its northeast | Telangana
<RUS> Romania | ethnicGroup | Germans_of_Romania
<RUS> Romania | leaderName | Klaus_Iohannis
<RUS> Romania | leaderName | Klaus_Iohannis
<RUS> Romania | leaderTitle | Prime_Minister_of_Romania
<RUS> Romania | leaderTitle | Prime_Minister_of_Romania
<RUS> Romania | leaderTitle | Prime_Minister_of_Romania
<RUS> Romania | leaderTitle | Prime_Minister_of_Romania
<RUS> School of Business and Social Sciences at the Aarhus University | academicStaffSize | 737
<RUS> School of Business and Social Sciences at the Aarhus University | academicStaffSize | 737
<RUS> School of Business and Social Sciences at the Aarhus University | academicStaffSize | 737
<RUS> School of Business and Social Sciences at the Aarhus University | academicStaffSize | 737
<RUS> School of Business and Social Sciences at the Aarhus University | affiliation | European_University_Association
<RUS> School of Business and Social Sciences at the Aarhus University | affiliation | European_University_Association
<RUS> School of Business and Social Sciences at the Aarhus University | affiliation | European_University_Association
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | numberOfStudents | 16000
<RUS> Visvesvaraya_Technological_University | city | Belgaum
<RUS> Visvesvaraya_Technological_University | city | Belgaum
<RUS> Visvesvaraya_Technological_University | city | Belgaum
<RUS> Visvesvaraya_Technological_University | city | Belgaum
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 200_Public_Square | location | Cleveland
<RUS> 250_Delaware_Avenue | location | Buffalo,_New_York
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 3Arena | location | Dublin
<RUS> 3Arena | location | Dublin
<RUS> 3Arena | owner | Live_Nation_Entertainment
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> Adare_Manor | completionDate | 1862
<RUS> Addis_Ababa_City_Hall | currentTenants | "Government of Addis Ababa"
<RUS> Adisham_Hall | location | Sri_Lanka
<RUS> Akita_Museum_of_Art | floorCount | 3
<RUS> Akita_Museum_of_Art | location | Akita,_Akita
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Alan_B._Miller_Hall | owner | College_of_William_&_Mary
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Asher_and_Mary_Isabelle_Richardson_House | location | U.S._Route_83
<RUS> Asilomar_Conference_Grounds | location | Pacific_Grove,_California
<RUS> Asser_Levy_Public_Baths | location | "Asser Levy Place and East 23rd Street"
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> India | leaderName | T._S._Thakur
<RUS> 103_Colmore_Row | location | Colmore_Row
<RUS> 200_Public_Square | location | Cleveland
<RUS> 250_Delaware_Avenue | location | United_States
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 320_South_Boston_Building | architect | George_Winkler
<RUS> 3Arena | location | "North Wall Quay"
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> AC_Hotel_Bella_Sky_Copenhagen | tenant | Marriott_International
<RUS> Adare_Manor | architect | Augustus_Pugin
<RUS> Adare_Manor | architect | Philip_Charles_Hardwick
<RUS> Adisham_Hall | architecturalStyle | "Tudor and Jacabian"
<RUS> Adisham_Hall | architecturalStyle | "Tudor and Jacabian"
<RUS> Adisham_Hall | country | Sri_Lanka
<RUS> Adisham_Hall | country | Sri_Lanka
<RUS> Alan_B._Miller_Hall | buildingStartDate | "30 March 2007"
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | location | "Asilomar Blvd., Pacific Grove, California"
<RUS> Asser_Levy_Public_Baths | location | Avenue_A_(Manhattan)
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Birmingham | leaderName | Conservative_Party_(UK)
<RUS> Birmingham | leaderName | Liberal_Democrats
<RUS> Ethiopia | leaderName | Hailemariam_Desalegn
<RUS> Gujarat | leaderName | Anandiben_Patel
<RUS> Marriott_International | location | Bethesda,_Maryland
<RUS> 103_Colmore_Row | architect | John_Madin
<RUS> 103_Colmore_Row | architect | John_Madin
<RUS> 103_Colmore_Row | architect | John_Madin
<RUS> 103_Colmore_Row | architect | John_Madin
<RUS> 103_Colmore_Row | architect | John_Madin
<RUS> 103_Colmore_Row | architect | John_Madin
<RUS> 103_Colmore_Row | architect | John_Madin
<RUS> 103_Colmore_Row | floorCount | 23
<RUS> 103_Colmore_Row | location | "Colmore Row, Birmingham, England"
<RUS> 103_Colmore_Row | location | Birmingham
<RUS> 108_St_Georges_Terrace | cost | "120 million (Australian dollars)"
<RUS> 108_St_Georges_Terrace | location | Perth
<RUS> 108_St_Georges_Terrace | location | Perth
<RUS> 108_St_Georges_Terrace | location | Perth
<RUS> 108_St_Georges_Terrace | location | Perth
<RUS> 11_Diagonal_Street | floorCount | 20
<RUS> 11_Diagonal_Street | floorCount | 20
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 200_Public_Square | floorCount | 45
<RUS> 200_Public_Square | floorCount | 45
<RUS> 200_Public_Square | floorCount | 45
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Public_Square,_Cleveland
<RUS> 20_Fenchurch_Street | completionDate | "April 2014"
<RUS> 20_Fenchurch_Street | location | London
<RUS> 20_Fenchurch_Street | location | London
<RUS> 20_Fenchurch_Street | location | London
<RUS> 20_Fenchurch_Street | location | United_Kingdom
<RUS> 20_Fenchurch_Street | location | United_Kingdom
